customer_id,date,amount
C0704,2025-09-28,87.15
C0960,2025-03-01,24.96
C0532,2025-07-01,30.04
C0878,2025-08-30,10.91
C0744,2025-08-29,63.89
C0628,2025-04-30,24.75
C0381,2025-07-15,219.95
C0026,2025-04-04,13.37
C0254,2025-03-13,48.69
C0227,2025-10-17,33.26
C0791,2025-04-27,35.32
C0427,2025-08-13,176.88
C0504,2025-10-23,47.05
C0920,2025-11-21,53.09
C0597,2025-04-10,89.95
C0559,2025-09-23,48.07
C0554,2025-12-10,69.52
C0268,2025-10-18,57.53
C0877,2025-10-14,123.74
C0875,2025-03-09,45.37
C0220,2025-06-06,11.7
C0520,2025-05-09,75.96
C0688,2025-05-15,28.78
C0990,2025-10-01,107.2
C0649,2025-02-09,77.3
C0887,2025-02-13,232.91
C0109,2025-02-18,74.58
C0162,2025-10-15,301.78
C0506,2025-09-08,63.38
C0640,2025-11-07,68.06
C0131,2026-01-16,11.49
C0916,2025-07-01,14.14
C0645,2025-09-12,20.38
C0477,2025-10-20,95.48
C0434,2025-06-11,71.94
C0940,2026-01-27,40.74
C0725,2025-09-01,44.08
C0131,2025-04-14,30.41
C0986,2025-11-01,15.99
C0218,2025-08-06,73.48
C0675,2025-07-27,127.88
C0307,2026-01-01,79.08
C0953,2025-11-03,58.5
C0662,2025-10-28,102.08
C0651,2026-01-13,203.41
C0931,2025-11-13,16.75
C0272,2025-04-04,28.91
C0248,2025-07-03,67.23
C0454,2025-08-17,63.25
C0001,2025-10-02,26.37
C0191,2025-04-05,69.23
C0921,2025-11-27,28.21
C0191,2025-02-18,11.69
C0629,2025-11-26,81.2
C0996,2025-03-08,92.36
C0764,2025-12-27,124.56
C0115,2025-09-10,113.66
C0219,2025-04-29,34.7
C0558,2025-03-07,22.86
C0501,2025-12-22,16.9
C0659,2025-02-27,91.06
C0507,2025-04-22,10.91
C0424,2026-01-07,11.38
C0614,2025-08-31,16.82
C0083,2025-05-18,130.83
C0426,2025-10-30,91.71
C0980,2025-07-20,174.59
C0063,2025-04-11,28.17
C0375,2025-05-29,26.53
C0943,2025-05-28,70.82
C0829,2025-07-11,15.08
C0286,2025-10-20,10.62
C0376,2025-12-02,27.92
C0203,2025-12-03,27.64
C0955,2025-12-28,77.97
C0708,2025-04-06,114.88
C0514,2026-01-24,30.05
C0598,2025-05-28,20.25
C0695,2025-02-13,23.69
C0881,2025-07-05,38.03
C0779,2025-04-02,87.83
C0469,2025-10-10,63.77
C0304,2025-10-31,22.44
C0684,2025-08-17,130.19
C0324,2025-03-04,98.39
C0728,2025-04-03,11.27
C0343,2025-12-26,130.77
C0174,2025-03-16,17.4
C0659,2025-02-23,19.01
C0406,2025-09-17,157.93
C0550,2025-10-31,87.75
C0179,2025-06-09,66.42
C0348,2025-02-25,23.34
C0076,2025-04-05,62.81
C0194,2025-07-09,42.02
C0361,2025-10-12,25.66
C0934,2025-10-17,121.04
C0722,2025-03-30,41.98
C0730,2025-11-07,17.54
C0380,2026-01-25,187.95
C0093,2025-05-17,42.89
C0424,2025-06-19,57.18
C0749,2026-01-03,21.6
C0653,2025-08-05,10.28
C0302,2025-08-06,99.58
C0404,2026-01-16,30.69
C0341,2025-09-30,52.44
C0318,2025-05-14,27.37
C0382,2025-09-18,35.29
C0549,2025-11-29,57.99
C0856,2025-11-01,31.17
C0935,2025-07-30,113.66
C0397,2025-08-08,70.58
C0659,2025-12-27,142.56
C0557,2025-01-29,34.7
C0019,2025-12-26,116.96
C0957,2025-05-17,56.81
C0240,2025-11-25,73.37
C0988,2025-10-05,73.9
C0153,2026-01-10,10.11
C0670,2025-08-31,12.07
C0852,2026-01-01,24.83
C0324,2025-07-08,40.46
C0594,2025-06-24,55.36
C0936,2025-04-22,125.29
C0332,2025-09-28,31.91
C0935,2025-10-13,65.22
C0105,2025-08-18,32.46
C0843,2025-10-21,44.87
C0563,2025-05-26,16.15
C0551,2025-02-25,19.43
C0454,2025-07-02,77.54
C0605,2025-07-13,98.31
C0350,2025-11-20,95.74
C0937,2025-10-23,27.48
C0833,2025-12-05,53.04
C0986,2026-01-20,16.56
C0049,2025-06-04,31.02
C0279,2025-11-18,103.41
C0438,2025-05-15,38.1
C0611,2025-04-11,28.29
C0634,2025-02-27,39.57
C0866,2025-11-12,96.42
C0156,2025-07-19,134.23
C0063,2025-02-20,29.2
C0560,2025-07-07,33.19
C0825,2025-05-26,71.14
C0929,2025-07-14,45.84
C0668,2025-02-04,17.69
C0568,2025-12-15,31.22
C0148,2025-10-30,11.29
C0444,2025-06-03,55.32
C0881,2025-11-18,103.91
C0392,2025-07-23,22.29
C0204,2025-12-15,15.56
C0625,2026-01-28,188.82
C0926,2026-01-07,45.21
C0075,2025-03-14,34.24
C0155,2026-01-26,34.55
C0234,2025-03-20,11.18
C0827,2025-06-02,40.67
C0542,2025-05-30,16.17
C0170,2025-06-01,28.84
C0087,2025-06-11,56.18
C0201,2025-11-09,27.01
C0431,2025-06-03,34.67
C0109,2025-09-09,30.81
C0068,2025-04-07,18.37
C0305,2025-07-09,19.22
C0821,2026-01-06,39.03
C0554,2026-01-17,25.01
C0563,2025-10-05,12.97
C0942,2025-02-18,179.69
C0359,2025-12-18,31.33
C0604,2025-11-04,417.94
C0909,2025-05-19,94.85
C0996,2025-10-28,76.32
C0850,2025-05-12,29.71
C0664,2025-10-05,40.94
C0999,2026-01-04,18.01
C0517,2025-06-22,72.05
C0886,2025-06-24,17.1
C0091,2025-05-25,55.7
C0822,2025-07-20,40.67
C0246,2025-06-26,78.49
C0487,2025-02-02,89.05
C0020,2025-03-15,11.75
C0582,2025-02-14,158.91
C0666,2025-11-28,14.92
C0820,2026-01-15,43.86
C0695,2025-10-05,43.81
C0587,2025-09-01,39.1
C0923,2025-08-19,135.5
C0499,2025-09-27,74.68
C0949,2025-09-04,36.18
C0947,2025-07-22,82.31
C0772,2026-01-28,42.36
C0511,2025-12-23,13.07
C0941,2025-12-31,61.11
C0737,2026-01-15,23.75
C0575,2025-11-18,24.79
C0837,2025-02-10,187.95
C0701,2025-11-11,76.22
C0114,2025-02-19,68.19
C0683,2025-12-17,68.97
C0810,2025-12-14,27.79
C0976,2025-08-20,91.59
C0664,2025-03-04,21.83
C0057,2025-09-07,10.45
C0019,2025-10-19,271.52
C0488,2025-12-21,10.12
C0579,2025-04-03,30.91
C0549,2025-01-29,13.58
C0141,2025-09-17,148.3
C0188,2025-06-05,92.82
C0257,2025-07-11,70.2
C0703,2025-05-12,35.47
C0802,2025-10-15,36.14
C0358,2025-04-13,31.45
C0771,2025-08-04,53.02
C0992,2025-11-14,10.31
C0083,2025-05-31,111.61
C0066,2025-06-22,44.72
C0746,2025-06-21,42.53
C0322,2025-02-10,64.96
C0927,2025-11-14,26.5
C0904,2025-08-31,142.41
C0894,2025-03-24,128.28
C0733,2025-09-16,42.35
C0321,2025-09-18,22.38
C0781,2025-02-18,22.08
C0787,2025-12-07,81.27
C0031,2025-12-31,73.61
C0544,2025-04-12,54.08
C0456,2025-03-23,13.72
C0160,2025-02-11,41.1
C0878,2025-03-22,91.47
C0022,2025-02-27,46.72
C0205,2025-03-28,84.66
C0466,2025-02-09,44.33
C0974,2025-11-14,17.18
C0354,2025-06-04,12.79
C0716,2025-03-18,29.11
C0991,2025-09-26,45.78
C0154,2025-10-29,26.16
C0294,2025-08-25,13.24
C0818,2025-10-19,10.19
C0325,2025-12-14,29.01
C0651,2025-05-29,32.33
C0659,2025-06-14,102.48
C0428,2025-05-08,128.87
C0819,2025-06-18,37.44
C0198,2025-05-20,147.7
C0691,2025-08-02,12.16
C0925,2025-12-10,60.08
C0632,2025-07-22,19.13
C0917,2025-09-20,64.89
C0929,2025-02-21,81.57
C0785,2025-11-05,27.69
C0533,2026-01-03,86.12
C0652,2025-11-17,12.47
C0101,2025-11-28,34.32
C0553,2026-01-18,40.6
C0658,2025-10-11,33.0
C0236,2026-01-24,12.69
C0013,2025-08-26,50.16
C0100,2025-02-28,73.59
C0649,2025-12-23,111.92
C0822,2025-05-08,66.63
C0173,2025-09-22,27.5
C0728,2025-10-19,62.73
C0274,2025-01-31,28.96
C0940,2025-06-26,67.32
C0822,2025-04-03,120.46
C0252,2025-09-20,32.93
C0313,2025-03-18,15.91
C0650,2025-03-22,25.57
C0053,2025-04-12,10.74
C0677,2025-05-10,30.58
C0982,2025-12-31,16.64
C0138,2025-07-10,43.95
C0111,2025-05-10,47.85
C0182,2025-02-21,74.52
C0409,2025-09-13,12.13
C0858,2025-09-15,81.84
C0119,2025-07-03,25.55
C0465,2025-05-12,17.05
C0972,2025-11-07,52.83
C0682,2025-08-03,34.11
C0745,2025-07-09,20.03
C0391,2025-09-09,27.36
C0033,2025-03-24,46.49
C0756,2025-12-07,33.24
C0528,2025-08-24,27.82
C0484,2025-06-12,115.7
C0307,2025-07-07,124.41
C0225,2025-09-02,27.21
C0045,2025-08-30,18.26
C0616,2025-08-11,71.92
C0157,2025-05-06,56.23
C0205,2025-04-17,13.08
C0940,2025-09-03,53.64
C0104,2025-05-27,86.9
C0608,2025-12-25,174.53
C0540,2025-11-02,32.76
C0571,2025-04-28,20.9
C0362,2025-02-23,103.93
C0507,2025-11-25,26.16
C0461,2025-07-28,47.46
C0068,2026-01-14,66.06
C0491,2025-12-15,31.17
C0564,2025-05-10,27.16
C0700,2025-03-26,120.43
C0489,2025-07-21,13.21
C0753,2025-02-02,44.39
C0361,2025-10-03,17.21
C0946,2025-09-11,23.85
C0573,2025-05-30,66.91
C0453,2025-11-18,142.02
C0446,2025-08-26,49.58
C0302,2025-09-08,12.24
C0990,2025-02-03,39.49
C0428,2025-09-20,66.1
C0721,2025-09-25,274.73
C0050,2025-02-08,34.87
C0492,2025-04-08,15.76
C0580,2026-01-18,44.48
C0696,2025-12-14,162.9
C0446,2025-12-26,25.02
C0601,2025-10-29,55.02
C0311,2026-01-21,58.69
C0154,2025-10-15,98.42
C0797,2025-03-28,31.93
C0273,2025-05-15,35.14
C0848,2025-10-02,34.94
C0362,2025-02-05,84.16
C0996,2025-05-02,61.17
C0039,2025-04-19,18.88
C0600,2025-09-27,83.84
C0086,2025-03-13,10.61
C0074,2025-03-05,32.08
C0512,2025-07-03,22.98
C0171,2025-09-01,92.53
C0872,2025-12-16,46.15
C0944,2025-04-29,24.64
C0155,2026-01-12,42.78
C0653,2025-07-20,16.31
C0265,2025-10-03,240.69
C0546,2025-06-06,12.3
C0605,2025-12-21,33.24
C0980,2025-05-25,11.66
C0611,2025-05-21,39.38
C0858,2025-08-22,58.65
C0685,2025-05-24,34.41
C0693,2025-04-29,36.86
C0961,2025-05-22,126.26
C0154,2026-01-28,193.2
C0855,2025-10-21,101.57
C0041,2025-05-13,22.98
C0193,2025-11-02,110.78
C0749,2025-09-06,38.23
C0256,2025-06-16,51.43
C0661,2025-05-07,29.75
C0883,2025-05-17,31.77
C0303,2025-12-21,103.49
C0645,2025-06-09,96.63
C0084,2025-09-27,21.45
C0221,2025-03-10,27.53
C0112,2025-05-11,11.67
C0494,2025-12-18,27.5
C0995,2025-08-11,14.99
C0283,2025-03-09,12.44
C0164,2025-02-21,31.74
C0004,2025-12-17,46.25
C0433,2025-07-28,26.6
C0279,2026-01-28,11.91
C0254,2025-07-28,82.52
C0825,2025-10-04,13.16
C0326,2026-01-20,74.21
C0680,2025-05-11,28.13
C0317,2025-08-28,23.1
C0691,2026-01-05,75.35
C0988,2025-12-26,22.7
C0511,2025-09-24,36.89
C0909,2026-01-06,57.03
C0542,2025-08-06,95.19
C0112,2025-08-22,16.7
C0496,2025-03-16,92.17
C0551,2025-02-13,80.17
C0213,2025-12-04,54.66
C0753,2025-10-27,14.09
C0799,2025-08-18,11.04
C0162,2025-10-10,46.45
C0977,2025-06-16,59.5
C0726,2025-10-28,56.01
C0436,2025-05-19,72.66
C0917,2026-01-20,15.41
C0833,2025-08-07,45.55
C0804,2025-04-19,145.1
C0088,2025-08-10,69.74
C0096,2025-08-14,136.91
C0407,2025-07-14,105.01
C0313,2025-04-19,11.57
C0681,2025-04-11,31.18
C0262,2026-01-03,202.04
C0515,2025-12-31,70.39
C0076,2025-07-22,38.58
C0192,2025-04-03,28.7
C0474,2025-10-26,45.33
C0864,2025-06-05,128.53
C0369,2026-01-02,86.2
C0419,2025-04-16,70.82
C0270,2025-07-09,38.78
C0900,2025-09-01,71.02
C0851,2025-07-15,12.65
C0193,2025-11-07,42.91
C1000,2025-02-10,172.87
C0958,2025-06-24,35.25
C0891,2025-03-12,110.23
C0660,2025-05-03,28.54
C0151,2025-01-30,112.56
C0883,2025-12-07,89.65
C0519,2025-08-22,59.02
C0451,2025-05-22,99.44
C0595,2025-07-26,10.61
C0464,2025-12-22,12.66
C0113,2025-02-09,26.96
C0331,2025-11-07,36.52
C0902,2025-05-05,38.15
C0924,2025-12-28,56.51
C0888,2025-03-28,31.99
C0050,2025-02-16,66.59
C0891,2025-03-16,34.02
C0289,2025-06-18,86.82
C0391,2025-04-17,16.18
C0215,2025-06-05,79.5
C0760,2025-02-26,29.67
C0831,2025-08-18,133.1
C0392,2025-09-03,39.9
C0202,2025-02-14,15.44
C0570,2025-12-19,203.06
C0681,2025-04-20,70.96
C0425,2025-09-04,46.67
C0583,2025-10-21,46.37
C0803,2025-08-24,59.81
C0792,2025-04-12,68.52
C0154,2025-11-19,19.44
C0495,2025-09-15,13.54
C0553,2025-06-25,55.7
C0596,2025-12-16,25.56
C0802,2025-12-17,33.36
C0283,2025-10-21,39.95
C0352,2025-03-17,53.8
C0443,2025-05-08,24.35
C0258,2025-04-03,16.23
C0985,2025-10-21,57.37
C0315,2025-06-27,149.89
C0917,2025-10-03,54.29
C0610,2025-02-22,12.59
C0449,2025-11-25,53.72
C0817,2025-06-14,39.91
C0897,2025-06-15,35.46
C0237,2025-03-15,20.45
C0800,2025-10-17,198.63
C0657,2025-12-24,10.42
C0054,2025-07-25,14.86
C0507,2026-01-04,132.99
C0924,2025-10-26,94.98
C0379,2025-04-11,38.85
C0915,2025-10-03,23.01
C0043,2025-03-10,23.86
C0212,2025-07-15,63.06
C0757,2025-06-28,12.57
C0436,2025-03-16,11.5
C0737,2025-04-07,14.01
C0802,2025-11-20,31.91
C0946,2025-12-12,56.66
C0331,2025-02-13,14.23
C0304,2025-06-15,118.13
C0639,2025-10-30,44.01
C0319,2025-04-15,87.27
C0387,2026-01-21,77.91
C0888,2025-04-29,46.85
C0691,2025-08-25,136.77
C0390,2025-05-15,48.65
C0369,2025-11-08,133.41
C0549,2025-06-14,11.78
C0187,2026-01-04,36.5
C0570,2026-01-26,60.8
C0742,2025-07-15,39.22
C0252,2025-05-15,147.66
C0092,2025-02-15,97.08
C0662,2025-06-16,55.67
C0205,2025-10-15,54.61
C0135,2025-03-30,41.7
C0088,2025-12-18,21.79
C0129,2025-12-05,72.41
C0934,2025-09-27,36.28
C0614,2025-03-07,15.93
C0925,2025-06-10,87.21
C0860,2025-02-18,78.67
C0963,2025-05-17,97.58
C0595,2025-11-15,91.95
C0129,2025-08-12,139.22
C0283,2025-12-06,50.3
C0665,2025-11-01,77.84
C0890,2025-03-21,113.04
C0749,2025-12-05,22.17
C0567,2026-01-15,87.17
C0622,2025-07-24,45.22
C0807,2025-12-30,114.5
C0213,2025-12-11,34.94
C0109,2025-03-04,31.45
C0425,2025-05-26,89.11
C0087,2025-04-14,107.87
C0963,2025-12-07,10.67
C0457,2025-11-09,40.73
C0599,2025-06-18,73.99
C0372,2025-05-20,16.25
C0401,2025-10-02,10.1
C0450,2025-06-11,87.9
C0606,2025-06-27,48.98
C0414,2025-08-25,36.74
C0416,2025-05-30,31.87
C0115,2025-07-09,46.62
C0540,2025-02-08,24.08
C0247,2025-03-16,34.8
C0147,2025-05-26,22.39
C0412,2025-06-29,57.89
C0509,2025-06-14,36.87
C0958,2025-02-16,66.81
C0936,2025-07-22,80.04
C0925,2026-01-17,36.55
C0758,2025-05-01,48.02
C0205,2025-03-17,56.52
C0832,2025-12-11,30.56
C0640,2026-01-07,68.89
C0071,2025-10-24,34.87
C0305,2025-02-04,84.14
C0103,2025-12-03,84.91
C0574,2025-02-14,107.35
C0251,2025-10-08,36.22
C0541,2025-05-25,22.55
C0794,2025-06-21,10.5
C0668,2025-04-11,48.36
C0833,2025-05-01,96.13
C0336,2026-01-27,30.3
C0745,2025-08-15,40.01
C0339,2025-06-24,106.54
C0429,2025-10-26,41.4
C0693,2025-02-27,62.17
C0658,2025-03-17,21.66
C0648,2025-02-19,42.63
C0751,2025-08-01,77.95
C0335,2025-09-05,49.44
C0049,2025-07-20,39.94
C0333,2025-03-14,236.49
C0532,2025-09-06,50.94
C0733,2025-12-17,22.43
C0694,2025-08-22,33.3
C0059,2025-03-31,33.46
C0572,2025-12-25,63.46
C0619,2025-05-04,10.42
C0235,2025-03-31,102.36
C0905,2026-01-11,59.98
C0482,2025-12-11,15.47
C0048,2025-06-13,37.76
C0314,2026-01-20,46.81
C0830,2025-11-19,66.58
C0500,2025-08-25,10.74
C0211,2025-08-08,72.45
C0571,2025-04-09,64.31
C0895,2025-09-05,34.78
C0442,2025-08-31,56.5
C0789,2025-04-02,84.43
C0490,2025-09-30,60.04
C0938,2025-12-26,42.12
C0269,2025-10-22,25.8
C0520,2025-05-12,28.83
C0040,2025-09-22,22.1
C0606,2025-09-07,129.21
C0300,2025-08-23,50.81
C0730,2025-01-30,17.17
C0371,2026-01-09,39.96
C0318,2025-09-09,38.2
C0062,2025-11-18,48.1
C0195,2025-07-13,78.96
C0061,2025-06-06,47.62
C0992,2025-07-03,41.1
C0622,2025-10-24,63.17
C0903,2025-11-02,13.26
C0437,2025-08-23,85.26
C0791,2025-12-20,87.25
C0869,2026-01-03,32.97
C0540,2025-10-12,41.18
C0534,2025-04-08,36.83
C0608,2025-07-10,96.96
C0828,2025-05-28,107.64
C0688,2025-09-02,124.1
C0699,2025-09-17,76.63
C0455,2025-05-12,64.95
C0914,2025-10-13,78.92
C0993,2025-07-29,71.35
C0550,2025-07-23,97.62
C0652,2025-11-23,145.58
C0091,2025-03-30,107.6
C0365,2026-01-10,23.82
C0655,2025-10-08,29.14
C0803,2025-08-03,104.58
C0950,2025-11-28,28.71
C0598,2025-07-13,10.86
C0920,2025-05-22,71.24
C0356,2025-07-30,100.74
C0235,2026-01-18,149.37
C0709,2026-01-04,35.74
C0339,2025-02-22,13.59
C0541,2025-02-16,39.2
C0074,2025-03-30,34.65
C0276,2025-03-17,55.42
C0920,2025-06-16,142.35
C0695,2025-02-25,47.5
C0315,2025-03-20,39.26
C0562,2025-10-01,91.59
C0468,2025-07-13,54.97
C0715,2025-11-12,40.33
C0914,2025-07-02,66.59
C0722,2025-04-13,19.16
C0645,2026-01-06,68.7
C0511,2026-01-08,62.3
C0458,2026-01-02,78.88
C0839,2025-10-15,36.71
C0616,2025-08-30,53.34
C0721,2025-05-01,158.55
C0434,2025-05-20,11.26
C0059,2025-03-12,40.22
C0296,2025-05-26,67.87
C0166,2025-06-08,60.95
C0090,2025-05-02,116.69
C0834,2025-11-17,99.73
C0834,2025-11-16,14.09
C0587,2026-01-27,31.92
C0150,2025-06-25,11.61
C0296,2025-08-25,56.68
C0628,2025-06-21,68.67
C0747,2025-02-04,44.82
C0955,2025-09-24,67.51
C0155,2025-07-28,90.49
C0256,2025-04-11,304.59
C0212,2025-11-17,123.83
C0751,2025-09-08,191.31
C0264,2025-08-23,103.99
C0734,2025-10-31,31.35
C0309,2025-05-27,35.21
C0785,2025-04-02,121.23
C0925,2025-02-08,87.89
C0071,2026-01-27,19.2
C0763,2025-10-31,12.84
C0728,2025-03-21,38.85
C0084,2025-11-17,81.21
C0808,2025-04-10,38.97
C0056,2026-01-23,21.61
C0192,2025-05-01,23.23
C0060,2025-06-15,24.82
C0049,2025-06-02,28.01
C0036,2025-05-09,19.32
C0516,2025-09-08,84.99
C0166,2026-01-07,18.42
C0471,2025-11-02,43.13
C0375,2025-02-08,51.44
C0096,2025-08-06,17.38
C0486,2025-10-21,45.21
C0238,2026-01-18,10.16
C0828,2026-01-06,14.29
C0247,2025-09-08,28.3
C0825,2025-05-14,26.56
C0226,2025-10-20,20.58
C0089,2025-07-23,49.62
C0972,2025-05-14,28.83
C0831,2025-07-14,51.34
C0032,2025-03-09,33.22
C0731,2025-04-20,41.83
C0201,2025-12-26,43.0
C0211,2025-12-21,16.22
C0048,2025-02-15,16.58
C0807,2025-08-12,36.91
C0224,2025-12-12,126.81
C0877,2025-12-31,95.15
C0390,2025-04-15,53.29
C0858,2025-10-25,61.75
C0132,2025-03-08,144.65
C0845,2025-07-07,26.38
C0191,2025-05-28,20.24
C0734,2025-06-08,20.1
C0738,2025-08-24,26.82
C0422,2025-08-16,50.91
C0830,2025-08-01,87.01
C0544,2025-05-07,149.76
C0768,2025-08-03,30.59
C0827,2025-11-11,52.57
C0837,2025-08-06,233.36
C0127,2025-11-11,22.31
C0762,2025-04-22,24.36
C0406,2025-02-10,58.84
C0938,2025-05-22,12.75
C0500,2025-08-21,23.2
C0932,2025-10-28,27.4
C0328,2025-09-04,12.04
C0686,2025-12-22,21.63
C0474,2025-05-19,129.54
C0935,2025-09-14,41.4
C0473,2025-08-05,18.39
C0002,2025-10-01,38.1
C0913,2025-11-10,396.18
C0608,2025-09-06,71.57
C0338,2025-10-24,66.1
C0606,2025-06-26,12.33
C0849,2025-05-24,65.44
C0180,2025-08-18,84.26
C0565,2025-07-27,26.32
C0825,2025-12-02,141.82
C0367,2025-01-29,89.48
C0843,2025-05-06,22.14
C0800,2025-10-26,41.34
C0237,2025-04-10,137.79
C0268,2025-12-15,57.18
C0042,2025-08-06,12.86
C0615,2025-07-18,62.71
C0481,2025-09-06,107.07
C0424,2025-03-25,34.5
C0946,2025-05-10,10.97
C0192,2025-12-04,14.58
C0945,2025-09-12,37.11
C0856,2025-11-29,30.19
C0450,2025-04-01,12.12
C0871,2025-07-03,55.48
C0006,2025-06-24,20.68
C0028,2025-03-07,157.03
C0371,2025-09-29,77.17
C0218,2025-07-24,26.54
C0058,2025-10-24,10.52
C0288,2025-05-13,31.3
C0700,2025-04-21,28.69
C0355,2025-09-23,14.11
C0796,2025-08-26,249.55
C0609,2025-08-24,40.15
C0934,2025-06-14,23.72
C0184,2025-04-14,25.94
C0375,2025-06-19,39.78
C0511,2025-11-14,20.5
C0920,2025-05-26,64.22
C0282,2026-01-23,53.12
C0835,2025-06-29,95.03
C0954,2025-11-07,12.86
C0271,2025-07-10,21.94
C0693,2025-03-13,36.48
C0162,2026-01-14,32.06
C0140,2025-06-09,28.83
C0183,2025-06-06,39.0
C0578,2025-07-05,150.85
C0149,2026-01-03,98.88
C0726,2025-11-18,67.31
C0250,2025-11-26,60.02
C0984,2025-04-08,126.35
C0112,2026-01-27,76.03
C0964,2025-04-29,144.09
C0988,2025-09-12,51.81
C0663,2025-08-08,124.33
C0242,2025-06-15,29.79
C0712,2025-08-19,90.72
C0005,2025-09-22,13.93
C0549,2025-03-25,14.83
C0870,2026-01-12,22.83
C0571,2025-09-25,86.51
C0360,2025-08-04,57.98
C0779,2025-05-16,15.45
C0602,2025-08-21,51.96
C0959,2025-09-05,215.42
C0457,2025-05-11,184.87
C0981,2025-07-31,31.35
C0247,2025-02-28,12.71
C0588,2025-11-02,22.84
C0111,2025-12-15,17.42
C0490,2025-07-29,124.01
C0335,2025-08-25,13.98
C0611,2025-08-24,32.51
C0687,2025-10-28,29.89
C0602,2025-06-18,14.42
C0849,2025-04-16,132.03
C0163,2025-02-11,33.98
C0445,2025-06-20,96.76
C0795,2025-10-24,40.73
C0245,2025-07-10,10.84
C0709,2025-03-27,67.58
C0217,2025-02-23,148.32
C0986,2025-02-17,24.37
C0571,2025-09-27,187.28
C0785,2025-10-04,72.72
C0013,2025-03-13,16.19
C0019,2025-04-01,149.42
C0419,2025-12-31,62.24
C0916,2025-05-08,67.18
C0122,2025-03-13,94.28
C0317,2025-06-22,124.76
C0050,2025-04-03,39.36
C0164,2025-06-18,47.93
C0128,2025-09-24,26.98
C0808,2025-08-03,11.48
C0912,2025-08-06,18.5
C0858,2025-11-08,46.52
C0194,2025-11-11,15.03
C0136,2025-11-04,183.17
C0159,2025-08-17,28.77
C0962,2025-10-19,12.58
C0876,2025-05-11,60.45
C0313,2025-11-10,79.8
C0658,2025-08-13,85.93
C0423,2025-03-29,39.34
C0382,2025-07-20,63.66
C0350,2025-05-30,23.53
C0620,2025-02-01,83.08
C0006,2025-11-12,38.44
C0783,2025-05-04,26.04
C0202,2025-08-28,22.12
C0376,2025-12-17,98.16
C0811,2025-05-04,178.7
C0452,2025-12-31,75.17
C0901,2025-08-30,95.86
C0291,2025-02-19,17.1
C0150,2025-10-02,25.46
C0763,2025-01-31,312.09
C0076,2025-04-25,40.78
C0530,2025-05-21,28.16
C0841,2025-11-03,13.4
C0125,2025-07-22,37.22
C0884,2025-10-11,134.41
C0281,2025-09-22,51.67
C0495,2025-02-22,89.78
C0490,2025-12-08,30.82
C0639,2025-02-22,64.19
C0116,2025-03-17,18.9
C0099,2025-02-08,98.64
C0214,2025-07-20,28.16
C0721,2025-04-02,26.27
C0121,2025-11-22,140.81
C0331,2025-10-27,52.66
C0530,2025-08-03,53.76
C0262,2026-01-27,28.82
C0239,2025-11-28,69.82
C0700,2025-12-27,51.76
C0758,2025-06-07,13.19
C0923,2025-11-07,51.74
C0072,2025-10-18,17.08
C0887,2025-04-01,12.59
C0012,2025-06-18,99.3
C0017,2025-04-01,22.7
C0376,2025-11-16,95.0
C0837,2025-04-28,15.01
C0796,2025-05-26,30.58
C0076,2025-05-09,14.36
C0400,2025-10-25,79.81
C0180,2025-06-01,81.17
C0797,2025-08-11,43.12
C0431,2025-10-30,22.18
C0021,2025-04-02,27.58
C0311,2025-11-09,18.08
C0838,2025-12-13,32.4
C0918,2025-09-09,66.92
C0965,2026-01-19,53.95
C0787,2025-03-03,20.75
C0830,2025-09-06,31.14
C0692,2025-12-23,23.07
C0915,2025-03-07,23.76
C0239,2025-12-29,97.45
C0009,2025-11-12,96.96
C0850,2025-02-02,18.5
C0638,2025-04-13,32.35
C0954,2025-12-18,25.78
C0802,2025-04-15,255.19
C0618,2025-05-03,232.93
C0147,2025-07-06,63.86
C0441,2026-01-04,110.53
C0339,2025-05-03,41.53
C0834,2025-08-03,36.48
C0130,2025-08-10,30.05
C0785,2026-01-15,105.05
C0302,2025-09-30,38.07
C0088,2025-06-06,16.92
C0341,2025-02-01,56.22
C0879,2025-11-30,24.62
C0721,2025-09-10,43.89
C0992,2025-12-15,62.79
C0181,2025-05-14,88.38
C0618,2025-11-04,45.83
C0531,2025-11-20,14.9
C0331,2025-08-11,29.6
C0490,2025-11-07,55.1
C0962,2025-11-29,67.37
C0316,2025-07-29,38.02
C0678,2025-11-08,83.18
C0381,2025-10-21,68.94
C0808,2025-09-10,59.09
C0361,2025-03-11,24.46
C0246,2025-08-24,21.93
C0185,2025-09-27,12.3
C0553,2025-12-30,30.88
C0474,2025-04-27,142.15
C0424,2025-04-11,41.31
C0201,2025-02-07,14.26
C0738,2025-07-23,11.41
C0060,2025-04-04,37.79
C0636,2025-07-11,19.6
C0923,2025-07-06,91.87
C0194,2025-11-09,91.99
C0613,2025-07-03,19.07
C0871,2025-11-04,32.53
C0622,2025-12-28,101.57
C0728,2025-07-09,134.61
C0332,2025-06-27,17.73
C0036,2025-07-20,27.36
C0206,2025-06-04,69.84
C0356,2025-09-02,28.4
C0941,2025-07-11,57.66
C0294,2025-08-11,24.63
C0877,2025-05-31,14.26
C0965,2025-06-26,60.22
C0462,2025-09-16,10.82
C0710,2025-12-31,64.69
C0142,2025-12-11,30.98
C0800,2025-02-12,14.96
C0681,2025-12-04,135.29
C0610,2025-10-16,15.46
C0372,2026-01-06,75.27
