customer_id,transaction_date,amount
C0075,2024-12-09,164.63
C0293,2024-02-28,71.48
C0191,2024-08-30,164.31
C0447,2024-02-01,39.92
C0019,2024-06-02,50.08
C0365,2024-08-01,11.81
C0231,2024-07-31,117.77
C0115,2024-04-01,39.5
C0380,2024-06-16,429.9
C0025,2024-03-06,16.74
C0253,2024-02-13,87.37
C0499,2024-08-14,21.15
C0435,2024-10-05,182.66
C0177,2024-07-15,343.76
C0267,2024-03-14,19.88
C0475,2024-10-23,96.18
C0084,2024-03-12,169.91
C0046,2024-08-25,86.15
C0041,2024-11-11,129.04
C0267,2024-09-19,105.06
C0364,2024-09-15,237.48
C0362,2024-02-09,80.73
C0219,2024-05-08,13.4
C0007,2024-04-10,141.91
C0175,2024-04-16,47.57
C0477,2024-09-02,204.4
C0136,2024-01-12,144.6
C0374,2024-01-16,455.81
C0108,2024-01-21,139.17
C0161,2024-09-16,593.55
C0222,2024-02-28,27.7
C0282,2024-11-20,92.04
C0352,2024-07-14,137.07
C0417,2024-06-02,18.27
C0132,2024-08-14,30.75
C0476,2024-09-21,180.96
C0433,2024-05-13,133.87
C0427,2024-12-29,71.48
C0212,2024-08-03,78.16
C0130,2024-03-16,50.83
C0473,2024-10-03,21.98
C0217,2024-07-08,136.97
C0162,2024-06-28,245.77
C0306,2024-12-03,148.16
C0440,2024-10-05,107.0
C0149,2024-09-29,194.17
C0138,2024-12-15,396.82
C0418,2024-10-15,23.5
C0271,2024-03-06,47.82
C0247,2024-06-04,124.47
C0453,2024-07-19,116.5
C0000,2024-09-03,42.75
C0190,2024-03-07,128.47
C0408,2024-10-29,46.43
C0190,2024-01-21,13.38
C0116,2024-10-28,152.4
C0483,2024-02-08,174.71
C0251,2024-11-28,239.11
C0114,2024-08-12,217.33
C0218,2024-03-31,59.39
C0045,2024-02-07,35.71
C0327,2024-07-08,57.87
C0029,2024-11-29,75.21
C0368,2024-10-07,64.72
C0269,2024-06-02,348.86
C0149,2024-03-23,370.37
C0386,2024-10-01,173.43
C0467,2024-06-21,339.17
C0062,2024-03-13,46.35
C0374,2024-04-30,43.06
C0430,2024-04-29,131.63
C0316,2024-06-12,20.15
C0285,2024-09-21,11.25
C0375,2024-11-03,45.85
C0202,2024-11-04,45.27
C0442,2024-11-29,145.94
C0195,2024-03-08,219.75
C0001,2024-12-26,50.11
C0085,2024-04-29,30.5
C0182,2024-01-16,37.38
C0368,2024-06-06,66.07
C0266,2024-03-04,165.67
C0468,2024-09-11,117.54
C0303,2024-10-02,34.88
C0171,2024-07-19,250.38
C0323,2024-02-04,186.78
C0215,2024-03-05,12.55
C0342,2024-11-27,251.55
C0173,2024-02-16,24.79
C0146,2024-01-26,28.01
C0405,2024-08-19,305.86
C0037,2024-10-02,165.5
C0178,2024-05-11,122.83
C0347,2024-01-28,36.68
C0075,2024-03-07,115.62
C0193,2024-06-10,74.04
C0360,2024-09-13,41.33
C0421,2024-09-18,232.08
C0209,2024-03-01,73.96
C0217,2024-10-09,25.09
C0379,2024-12-27,365.9
C0092,2024-04-18,75.79
C0423,2024-05-21,104.36
C0236,2024-12-05,33.19
C0140,2024-07-07,10.55
C0301,2024-07-08,189.17
C0403,2024-12-18,51.38
C0340,2024-09-01,94.87
C0317,2024-04-15,44.74
C0381,2024-08-20,60.59
C0036,2024-10-31,105.99
C0343,2024-10-03,52.35
C0422,2024-07-01,217.32
C0396,2024-07-10,131.15
C0146,2024-11-28,275.11
C0044,2024-01-01,59.41
C0018,2024-11-27,223.93
C0444,2024-04-18,103.63
C0239,2024-10-27,136.74
C0475,2024-09-06,137.8
C0152,2024-12-12,10.21
C0157,2024-08-02,14.14
C0339,2024-12-03,39.66
C0323,2024-06-09,70.92
C0081,2024-05-26,100.71
C0423,2024-03-24,240.58
C0331,2024-08-30,53.82
C0422,2024-09-14,120.43
C0104,2024-07-20,54.93
C0330,2024-09-22,79.75
C0050,2024-04-27,22.3
C0038,2024-01-28,28.86
C0453,2024-06-03,145.09
C0092,2024-06-14,186.62
C0349,2024-10-22,181.49
C0424,2024-09-24,44.96
C0320,2024-11-06,96.09
C0473,2024-12-22,23.13
C0048,2024-05-06,52.03
C0278,2024-10-20,196.82
C0437,2024-04-16,66.2
C0098,2024-03-13,46.57
C0121,2024-01-30,69.13
C0353,2024-10-14,182.83
C0155,2024-06-20,258.45
C0062,2024-01-23,48.4
C0047,2024-06-08,56.39
C0312,2024-04-27,132.28
C0416,2024-06-15,81.68
C0155,2024-01-07,25.38
C0055,2024-11-16,52.45
C0147,2024-10-01,12.58
C0443,2024-05-05,100.63
C0368,2024-10-20,197.82
C0391,2024-06-24,34.58
C0203,2024-11-16,21.12
C0112,2024-12-30,367.65
C0413,2024-12-09,80.41
C0074,2024-02-14,58.48
C0154,2024-12-28,59.1
C0233,2024-02-20,12.36
C0314,2024-05-04,71.35
C0029,2024-05-01,22.35
C0169,2024-05-03,47.68
C0086,2024-05-13,102.37
C0200,2024-10-11,44.02
C0430,2024-05-05,59.34
C0108,2024-08-11,51.61
C0067,2024-03-09,26.74
C0304,2024-06-10,28.43
C0308,2024-12-08,68.06
C0041,2024-12-19,40.02
C0050,2024-09-06,15.94
C0429,2024-01-21,349.37
C0358,2024-11-19,52.66
C0091,2024-10-06,825.88
C0396,2024-04-20,179.69
C0483,2024-09-29,142.64
C0337,2024-04-13,49.43
C0151,2024-09-06,71.89
C0486,2024-12-06,26.02
C0004,2024-05-24,134.09
C0373,2024-05-26,24.2
C0090,2024-04-26,101.41
C0309,2024-06-21,71.34
C0245,2024-05-28,146.99
C0486,2024-01-05,168.09
C0019,2024-02-15,13.51
C0069,2024-01-17,307.81
C0153,2024-10-30,19.84
C0307,2024-12-17,77.71
C0182,2024-09-06,77.61
C0074,2024-08-03,68.2
C0410,2024-07-21,261.0
C0498,2024-08-29,139.36
C0436,2024-08-06,62.35
C0434,2024-06-23,154.62
C0259,2024-12-30,74.72
C0328,2024-11-23,202.39
C0336,2024-12-02,197.71
C0351,2024-11-23,16.45
C0293,2024-11-18,69.48
C0012,2024-07-07,270.89
C0207,2024-04-23,74.79
C0348,2024-08-01,138.27
C0053,2024-10-24,110.12
C0276,2024-07-22,173.19
C0151,2024-02-04,33.66
C0056,2024-08-09,10.89
C0018,2024-09-20,533.04
C0487,2024-11-22,10.23
C0066,2024-03-05,51.82
C0036,2024-01-01,17.15
C0140,2024-08-19,286.61
C0187,2024-05-07,175.64
C0256,2024-06-12,130.41
C0190,2024-04-13,60.93
C0289,2024-09-16,62.27
C0357,2024-03-15,52.9
C0258,2024-07-06,96.05
C0479,2024-10-16,10.61
C0082,2024-05-02,213.21
C0065,2024-05-24,79.44
C0233,2024-05-23,75.06
C0321,2024-01-13,119.92
C0414,2024-10-16,42.99
C0391,2024-08-02,274.83
C0381,2024-02-24,246.56
C0220,2024-08-18,74.71
C0320,2024-08-20,34.75
C0268,2024-01-21,34.16
C0274,2024-11-08,152.55
C0030,2024-12-02,137.22
C0031,2024-03-14,98.16
C0455,2024-02-23,17.45
C0159,2024-01-14,72.21
C0365,2024-02-22,172.94
C0021,2024-01-30,83.43
C0204,2024-02-28,159.32
C0465,2024-01-12,78.66
C0461,2024-10-16,24.37
C0353,2024-05-06,15.59
C0203,2024-02-18,48.21
C0478,2024-08-28,81.57
C0153,2024-09-30,42.32
C0293,2024-07-27,16.47
C0305,2024-09-20,10.38
C0324,2024-11-15,48.02
C0138,2024-04-30,54.67
C0146,2024-05-16,194.97
C0427,2024-04-09,247.73
C0306,2024-05-20,64.88
C0197,2024-04-21,285.39
C0178,2024-07-04,14.32
C0412,2024-11-11,110.16
C0119,2024-06-23,28.27
C0404,2024-08-22,119.78
C0416,2024-01-24,153.14
C0272,2024-10-07,45.39
C0020,2024-12-05,162.25
C0139,2024-10-19,14.94
C0100,2024-10-30,58.63
C0040,2024-12-20,71.19
C0145,2024-09-12,56.0
C0235,2024-12-26,15.38
C0488,2024-01-13,63.87
C0396,2024-04-09,199.94
C0015,2024-05-16,117.11
C0458,2024-11-05,222.16
C0480,2024-04-09,123.26
C0172,2024-08-24,45.0
C0215,2024-09-20,115.45
C0273,2024-01-03,47.93
C0491,2024-05-28,124.63
C0309,2024-03-05,230.92
C0251,2024-08-22,55.85
C0312,2024-02-18,21.82
C0137,2024-02-22,41.14
C0052,2024-03-14,11.48
C0164,2024-04-11,51.15
C0469,2024-12-02,23.28
C0137,2024-06-11,77.9
C0110,2024-04-11,85.7
C0181,2024-01-24,139.05
C0408,2024-08-15,14.25
C0345,2024-08-17,153.68
C0118,2024-06-04,41.1
C0464,2024-04-13,24.1
C0459,2024-10-09,95.65
C0169,2024-07-05,58.22
C0232,2024-06-10,30.06
C0390,2024-08-11,44.72
C0032,2024-02-24,82.97
C0243,2024-11-08,56.48
C0015,2024-07-26,45.64
C0483,2024-05-14,221.41
C0306,2024-06-08,238.83
C0224,2024-08-04,44.41
C0044,2024-08-01,26.53
C0103,2024-07-13,133.83
C0156,2024-04-07,102.46
C0204,2024-03-19,16.16
C0427,2024-08-05,97.28
C0103,2024-04-28,163.8
C0095,2024-11-26,339.06
C0027,2024-10-04,55.52
C0058,2024-03-30,31.79
C0361,2024-01-26,197.86
C0300,2024-12-04,25.9
C0180,2024-12-25,246.89
C0350,2024-11-16,52.34
C0051,2024-04-11,44.32
C0187,2024-02-26,230.86
C0488,2024-06-22,16.42
C0240,2024-01-05,78.78
C0360,2024-09-04,24.42
C0433,2024-08-13,37.69
C0060,2024-05-01,123.82
C0452,2024-10-20,274.03
C0445,2024-07-28,89.16
C0301,2024-08-10,14.49
C0477,2024-01-06,68.98
C0427,2024-08-22,122.19
C0208,2024-08-27,539.46
C0049,2024-01-11,59.73
C0491,2024-03-10,21.53
C0067,2024-12-20,78.96
C0183,2024-11-15,315.8
C0445,2024-11-27,40.05
C0088,2024-09-30,100.03
C0310,2024-12-23,107.38
C0153,2024-09-16,186.84
C0284,2024-02-28,53.86
C0272,2024-04-16,60.29
C0335,2024-09-03,59.89
C0361,2024-01-08,158.32
C0483,2024-04-03,112.34
C0038,2024-03-21,27.76
C0087,2024-08-29,157.68
C0085,2024-02-13,11.22
C0073,2024-02-05,54.17
C0155,2024-09-11,110.61
C0215,2024-06-18,48.81
C0321,2024-02-24,140.51
C0090,2024-10-04,65.98
C0376,2024-12-14,75.56
C0140,2024-06-21,22.61
C0264,2024-09-04,471.38
C0033,2024-05-08,14.6
C0092,2024-11-22,56.48
C0467,2024-04-26,13.32
C0098,2024-04-22,68.76
C0345,2024-07-24,107.3
C0172,2024-04-25,58.83
C0180,2024-03-31,63.72
C0448,2024-04-23,242.52
C0153,2024-12-30,376.41
C0342,2024-09-22,193.14
C0040,2024-04-14,35.97
C0192,2024-10-04,211.57
C0236,2024-08-08,66.45
C0255,2024-05-18,92.86
C0148,2024-04-08,49.5
C0370,2024-04-18,53.55
C0302,2024-11-22,196.98
C0132,2024-05-11,183.25
C0083,2024-08-29,32.9
C0220,2024-02-10,45.05
C0111,2024-04-12,13.34
C0493,2024-11-19,44.99
C0482,2024-07-13,19.99
C0282,2024-02-09,14.88
C0163,2024-01-24,53.48
C0003,2024-11-18,82.5
C0432,2024-06-29,43.19
C0278,2024-12-30,13.83
C0253,2024-06-29,155.05
C0312,2024-09-05,16.33
C0325,2024-12-22,138.42
C0167,2024-04-12,46.27
C0316,2024-07-30,36.19
C0178,2024-12-07,140.69
C0475,2024-11-27,35.4
C0419,2024-08-26,63.78
C0396,2024-12-08,104.07
C0029,2024-07-08,180.39
C0111,2024-07-24,23.39
C0495,2024-02-16,174.35
C0038,2024-01-16,150.34
C0212,2024-11-05,99.32
C0240,2024-09-28,18.17
C0286,2024-07-20,12.09
C0161,2024-09-11,82.9
C0464,2024-05-18,109.0
C0213,2024-09-29,102.02
C0435,2024-04-20,135.32
C0404,2024-12-22,20.82
C0320,2024-07-09,81.11
C0291,2024-03-21,280.19
C0087,2024-07-12,129.47
C0095,2024-07-16,263.82
C0406,2024-06-15,200.03
C0312,2024-03-21,13.13
C0168,2024-03-13,52.36
C0261,2024-12-05,394.09
C0002,2024-12-02,130.79
C0075,2024-06-23,67.15
C0191,2024-03-05,47.39
C0473,2024-09-27,80.66
C0351,2024-05-07,247.06
C0368,2024-12-04,162.4
C0418,2024-03-18,131.64
C0269,2024-06-10,67.57
C0387,2024-08-03,132.03
C0338,2024-06-16,15.31
C0192,2024-10-09,75.83
C0487,2024-01-13,335.74
C0445,2024-05-26,60.51
C0378,2024-02-12,210.47
C0147,2024-04-04,47.08
C0150,2024-01-02,215.12
C0370,2024-11-08,169.3
C0006,2024-07-24,108.05
C0450,2024-04-23,188.87
C0082,2024-06-27,11.22
C0463,2024-11-23,15.32
C0112,2024-01-12,43.92
C0330,2024-10-09,63.04
C0389,2024-04-06,66.31
C0411,2024-11-29,103.01
C0375,2024-02-28,53.98
C0049,2024-01-19,123.18
C0378,2024-02-16,58.04
C0288,2024-05-20,163.65
C0390,2024-03-19,22.35
C0214,2024-05-07,149.01
C0247,2024-01-29,49.34
C0318,2024-07-20,256.19
C0391,2024-08-05,69.8
C0201,2024-01-17,20.88
C0057,2024-11-20,396.12
C0168,2024-03-22,131.93
C0424,2024-08-06,83.34
C0070,2024-09-22,82.73
C0290,2024-07-26,109.61
C0279,2024-03-14,127.05
C0153,2024-10-21,28.89
C0494,2024-08-17,17.08
C0040,2024-05-27,101.39
C0083,2024-11-17,41.12
C0289,2024-11-18,56.72
C0282,2024-09-22,69.91
C0351,2024-02-17,97.6
C0442,2024-04-09,38.7
C0257,2024-03-05,22.45
C0472,2024-09-22,104.74
C0314,2024-05-29,289.78
C0404,2024-09-04,98.57
C0097,2024-01-25,15.18
C0448,2024-10-27,97.45
C0304,2024-05-16,69.83
C0384,2024-05-17,60.92
C0236,2024-02-15,30.89
C0287,2024-09-18,387.26
C0144,2024-11-25,10.84
C0053,2024-06-26,19.72
C0340,2024-05-06,174.6
C0366,2024-09-27,179.96
C0378,2024-03-13,67.69
C0402,2024-09-04,36.03
C0042,2024-02-10,37.71
C0211,2024-06-16,116.13
C0244,2024-05-30,15.13
C0435,2024-02-16,12.99
C0224,2024-03-09,18.03
C0289,2024-10-22,53.83
C0433,2024-11-13,103.33
C0330,2024-01-16,18.46
C0303,2024-05-17,226.25
C0126,2024-10-01,78.02
C0318,2024-03-17,164.54
C0386,2024-12-23,145.82
C0375,2024-03-31,83.7
C0178,2024-07-27,263.54
C0389,2024-04-16,87.29
C0368,2024-10-10,256.81
C0036,2024-05-16,13.56
C0186,2024-12-06,62.99
C0057,2024-12-28,111.6
C0229,2024-06-16,68.44
C0251,2024-04-16,285.33
C0091,2024-01-18,184.15
C0149,2024-05-18,101.34
C0204,2024-09-16,99.22
C0134,2024-03-01,73.4
C0087,2024-11-19,33.58
C0128,2024-11-06,134.81
C0421,2024-08-29,62.56
C0101,2024-02-07,21.86
C0412,2024-05-12,164.42
C0347,2024-01-21,147.35
C0450,2024-04-18,185.15
C0082,2024-10-17,173.91
C0128,2024-07-14,268.44
C0282,2024-11-07,90.6
C0152,2024-10-03,145.69
C0377,2024-02-21,216.07
C0236,2024-11-06,34.34
C0054,2024-12-17,164.35
C0109,2024-06-25,80.45
C0294,2024-12-01,219.01
C0212,2024-11-12,59.88
C0498,2024-04-18,79.94
C0149,2024-04-27,168.22
C0086,2024-03-16,205.73
C0450,2024-11-08,11.33
C0456,2024-10-11,71.47
C0086,2024-05-20,137.99
C0371,2024-04-21,22.51
C0400,2024-09-03,10.2
C0449,2024-05-13,165.79
C0093,2024-05-29,87.95
C0413,2024-07-27,63.48
C0415,2024-05-01,53.74
C0114,2024-06-10,83.24
C0027,2024-01-11,38.15
C0246,2024-02-16,59.6
C0146,2024-04-27,34.79
C0411,2024-05-31,105.79
C0136,2024-06-23,150.19
C0480,2024-01-19,123.62
C0423,2024-06-23,150.08
C0412,2024-12-19,63.1
C0245,2024-04-02,86.04
C0204,2024-02-17,103.05
C0319,2024-11-12,51.13
C0127,2024-12-09,127.79
C0070,2024-09-25,59.73
C0304,2024-01-07,158.27
C0102,2024-11-04,159.83
C0061,2024-01-17,204.71
C0250,2024-09-09,62.44
C0028,2024-04-26,35.09
C0281,2024-05-23,11.0
C0155,2024-03-13,86.71
C0320,2024-04-02,182.25
C0335,2024-12-29,50.59
C0232,2024-07-17,70.02
C0338,2024-05-26,203.08
C0428,2024-09-27,72.79
C0180,2024-01-30,114.35
C0145,2024-02-17,33.31
C0135,2024-01-22,75.25
C0238,2024-07-03,145.9
C0334,2024-08-07,88.87
C0048,2024-06-21,69.87
C0332,2024-02-14,462.99
C0019,2024-08-08,91.88
C0220,2024-11-18,34.86
C0181,2024-07-24,56.61
C0058,2024-03-02,56.92
C0059,2024-11-26,116.92
C0106,2024-04-05,10.84
C0234,2024-03-02,194.72
C0392,2024-12-13,109.96
C0481,2024-11-12,20.95
C0047,2024-05-15,65.52
C0313,2024-12-22,83.62
C0317,2024-10-21,123.16
C0499,2024-07-27,11.47
C0210,2024-07-10,134.91
C0058,2024-03-11,118.61
C0382,2024-08-07,59.55
C0441,2024-08-02,102.99
C0276,2024-03-04,158.86
C0489,2024-09-01,110.07
C0425,2024-11-27,74.23
C0268,2024-09-23,41.6
C0007,2024-04-13,47.66
C0039,2024-08-24,34.2
C0093,2024-08-09,248.42
C0299,2024-07-25,91.63
C0217,2024-01-02,24.35
C0370,2024-12-11,69.92
C0317,2024-08-11,66.4
C0061,2024-10-20,86.2
C0194,2024-06-14,147.93
C0060,2024-05-08,85.23
C0479,2024-06-04,72.2
C0109,2024-09-25,116.34
C0390,2024-10-04,16.52
C0436,2024-07-25,160.52
C0278,2024-11-21,164.51
C0356,2024-12-05,55.94
C0027,2024-09-13,72.36
C0021,2024-03-10,63.66
C0095,2024-06-11,183.91
C0315,2024-04-29,205.28
C0175,2024-08-04,238.2
C0186,2024-08-19,143.27
C0454,2024-04-13,119.89
C0401,2024-09-14,147.83
C0480,2024-06-30,132.7
C0037,2024-06-24,185.25
C0139,2024-10-25,281.16
C0090,2024-03-01,205.21
C0364,2024-12-12,37.64
C0142,2024-09-09,48.29
C0290,2024-07-05,199.17
C0437,2024-10-30,47.43
C0085,2024-06-14,11.73
C0407,2024-04-23,132.47
C0355,2024-07-01,191.47
C0234,2024-12-20,288.73
C0196,2024-12-06,61.47
C0338,2024-01-25,17.18
C0028,2024-01-19,68.39
C0073,2024-03-01,59.3
C0275,2024-02-17,100.85
C0407,2024-05-18,274.7
C0182,2024-01-28,85.01
C0314,2024-02-20,68.53
C0049,2024-09-02,173.18
C0467,2024-06-14,99.93
C0202,2024-10-14,70.65
C0401,2024-06-03,123.18
C0209,2024-03-15,28.32
C0132,2024-12-08,127.4
C0344,2024-06-30,42.2
C0338,2024-11-16,111.04
C0259,2024-07-11,29.77
C0459,2024-08-01,96.68
C0208,2024-04-02,307.09
C0433,2024-04-21,12.53
C0058,2024-02-12,70.44
C0295,2024-04-27,125.74
C0165,2024-05-10,111.9
C0089,2024-04-03,223.38
C0321,2024-10-19,189.45
C0321,2024-10-18,18.18
C0074,2024-12-29,53.84
C0149,2024-05-27,13.23
C0295,2024-07-27,103.36
C0115,2024-05-23,127.34
C0234,2024-01-07,79.63
C0442,2024-08-26,125.03
C0154,2024-06-29,170.98
C0255,2024-03-13,599.18
C0211,2024-10-19,237.66
C0238,2024-08-10,372.62
C0263,2024-07-25,197.99
C0221,2024-10-02,52.7
C0308,2024-04-28,60.41
C0272,2024-03-04,232.46
C0412,2024-01-11,165.78
C0070,2024-12-29,28.41
C0250,2024-10-02,15.68
C0215,2024-02-21,67.71
C0083,2024-10-19,152.42
C0295,2024-03-12,67.94
C0055,2024-12-25,33.23
C0191,2024-04-02,36.46
C0059,2024-05-17,39.63
C0048,2024-05-04,46.02
C0035,2024-04-10,28.65
C0003,2024-08-10,159.97
C0165,2024-12-09,26.83
C0470,2024-10-04,76.27
C0374,2024-01-11,92.88
C0095,2024-07-08,24.75
C0485,2024-09-22,80.42
C0237,2024-12-20,10.31
C0315,2024-12-08,18.59
C0246,2024-08-10,46.6
C0312,2024-04-15,43.12
C0225,2024-09-21,31.16
C0088,2024-06-24,89.24
C0459,2024-04-15,47.67
C0318,2024-06-15,92.68
C0031,2024-02-09,56.44
C0218,2024-03-22,73.65
C0200,2024-11-27,76.01
C0210,2024-11-22,22.44
C0047,2024-01-18,23.15
C0294,2024-07-14,63.81
C0223,2024-11-13,243.61
C0364,2024-12-02,180.3
C0389,2024-03-17,96.59
C0345,2024-09-26,113.49
C0131,2024-02-08,279.3
C0332,2024-06-08,42.77
C0190,2024-04-29,30.49
C0221,2024-05-10,30.19
C0225,2024-07-26,43.65
C0421,2024-07-18,91.82
C0317,2024-07-03,164.01
C0031,2024-04-08,289.52
C0255,2024-07-05,51.17
C0314,2024-10-13,95.15
C0324,2024-07-08,456.73
C0126,2024-10-13,34.62
C0249,2024-03-24,38.72
C0405,2024-01-13,107.68
C0425,2024-04-23,15.5
C0499,2024-07-23,36.4
C0419,2024-09-29,44.81
C0327,2024-08-06,14.09
C0173,2024-11-23,33.26
C0473,2024-04-20,249.07
C0422,2024-08-16,72.79
C0472,2024-07-07,26.78
C0001,2024-09-02,66.21
C0400,2024-10-12,782.35
C0095,2024-08-08,133.14
C0337,2024-09-25,122.21
C0093,2024-05-28,14.65
C0336,2024-04-25,120.88
C0179,2024-07-20,158.52
C0052,2024-06-28,42.64
C0312,2024-11-03,273.64
C0366,2024-01-01,168.97
C0330,2024-04-07,34.27
C0287,2024-09-27,72.68
C0236,2024-03-12,265.58
C0267,2024-11-16,104.36
C0041,2024-07-08,15.71
C0102,2024-06-19,115.42
C0480,2024-08-08,204.14
C0423,2024-02-25,58.99
C0433,2024-04-11,11.93
C0191,2024-11-05,19.16
C0432,2024-08-14,64.23
C0343,2024-10-31,50.38
C0449,2024-03-03,14.24
C0358,2024-06-04,100.95
C0005,2024-05-26,31.36
C0027,2024-02-07,304.05
C0370,2024-08-31,144.35
C0217,2024-06-25,43.08
C0057,2024-09-25,11.03
C0287,2024-04-14,52.6
C0187,2024-03-23,47.38
C0354,2024-08-25,18.22
C0283,2024-07-28,489.1
C0096,2024-07-26,70.3
C0421,2024-05-16,37.44
C0183,2024-03-16,41.88
C0374,2024-05-21,69.56
C0289,2024-03-07,38.32
C0117,2024-03-13,149.1
C0447,2024-12-25,96.25
C0322,2024-05-31,180.05
C0441,2024-10-09,15.72
C0270,2024-06-11,33.88
C0180,2024-02-13,62.97
C0161,2024-12-16,54.13
C0139,2024-05-11,47.67
C0182,2024-05-08,67.99
C0065,2024-06-06,291.71
C0148,2024-12-05,187.76
C0213,2024-10-20,124.62
C0249,2024-10-28,110.03
C0471,2024-03-10,242.7
C0111,2024-12-29,142.05
C0451,2024-03-31,278.17
C0475,2024-08-14,93.61
C0150,2024-07-10,238.66
C0241,2024-05-17,49.57
C0496,2024-07-18,185.19
C0060,2024-07-10,21.03
C0236,2024-06-29,72.36
C0055,2024-08-24,97.97
C0196,2024-03-13,236.05
C0001,2024-12-25,13.3
C0029,2024-09-23,85.99
C0331,2024-03-30,165.82
C0455,2024-08-07,420.85
C0456,2024-04-12,359.74
C0468,2024-07-02,52.7
C0246,2024-01-31,15.42
C0075,2024-10-04,35.69
C0110,2024-11-16,24.84
C0489,2024-06-30,238.03
C0334,2024-07-27,17.95
C0098,2024-07-26,55.03
C0174,2024-09-29,49.78
C0089,2024-05-20,18.85
C0336,2024-03-18,254.06
C0162,2024-01-14,57.96
C0444,2024-05-22,183.51
C0282,2024-09-25,71.46
C0244,2024-06-11,11.69
C0196,2024-02-27,125.16
C0216,2024-01-26,286.64
C0473,2024-01-20,38.74
C0058,2024-08-29,364.57
C0272,2024-09-05,135.44
C0012,2024-02-13,22.37
C0018,2024-03-03,288.84
C0491,2024-12-02,114.48
C0403,2024-04-09,124.37
C0121,2024-02-13,178.56
C0316,2024-05-24,239.52
C0049,2024-03-05,68.72
C0163,2024-05-20,85.86
C0127,2024-08-26,43.97
C0295,2024-07-05,12.96
C0399,2024-07-08,26.99
C0345,2024-10-10,83.04
C0193,2024-10-13,20.06
C0135,2024-10-06,356.33
C0158,2024-07-19,47.55
C0449,2024-09-20,15.15
C0363,2024-04-12,110.9
C0312,2024-10-12,149.59
C0145,2024-07-15,161.85
C0422,2024-02-29,68.68
C0381,2024-06-21,117.31
C0349,2024-05-01,37.07
C0107,2024-01-04,156.16
C0005,2024-10-14,66.88
C0270,2024-04-05,42.07
C0201,2024-07-30,34.23
C0375,2024-11-18,186.31
C0298,2024-04-05,347.4
C0451,2024-12-02,140.33
C0388,2024-08-01,181.72
C0290,2024-01-22,24.2
C0149,2024-09-03,40.91
C0250,2024-01-03,614.18
C0075,2024-03-27,71.55
C0017,2024-04-22,46.31
C0328,2024-10-05,16.79
C0124,2024-06-23,64.45
C0371,2024-09-12,258.82
C0280,2024-08-24,93.34
C0494,2024-01-25,169.56
C0489,2024-11-09,51.63
C0126,2024-01-25,118.39
C0115,2024-02-17,27.8
C0098,2024-01-11,187.28
C0213,2024-06-21,46.33
C0208,2024-03-04,42.53
C0120,2024-10-24,271.62
C0330,2024-09-28,95.32
C0017,2024-07-05,97.53
C0261,2024-12-29,47.64
C0238,2024-10-30,129.64
C0187,2024-11-28,93.52
C0245,2024-05-09,16.39
C0410,2024-10-09,93.49
C0071,2024-09-19,24.15
C0374,2024-03-03,15.19
C0011,2024-05-20,188.6
C0016,2024-03-03,35.4
C0375,2024-10-18,179.99
C0324,2024-03-30,20.02
C0283,2024-04-27,51.17
C0075,2024-04-10,18.72
C0399,2024-09-26,149.62
C0492,2024-06-28,77.83
C0292,2024-10-11,50.71
C0227,2024-10-01,34.37
C0020,2024-03-04,45.15
C0310,2024-10-11,26.16
C0325,2024-11-14,54.8
C0405,2024-08-11,123.85
C0452,2024-12-21,97.91
C0274,2024-02-03,31.5
C0317,2024-08-08,52.28
C0179,2024-11-24,36.14
C0402,2024-02-07,37.51
C0238,2024-11-30,184.91
C0008,2024-10-14,183.93
C0337,2024-01-05,27.0
C0125,2024-03-15,54.7
C0441,2024-11-19,41.56
C0289,2024-03-17,500.38
C0105,2024-04-04,455.86
C0146,2024-06-07,117.71
C0440,2024-12-06,211.07
C0338,2024-04-04,73.05
C0321,2024-07-05,62.97
C0129,2024-07-12,50.09
C0272,2024-12-17,200.1
C0301,2024-09-01,66.15
C0087,2024-05-08,23.83
C0340,2024-01-04,102.43
C0366,2024-11-01,39.25
C0208,2024-08-12,77.77
C0479,2024-11-16,115.58
C0180,2024-04-15,166.76
C0105,2024-10-06,81.67
C0018,2024-10-22,19.79
C0330,2024-07-13,49.2
C0489,2024-10-09,100.2
C0449,2024-10-31,124.74
C0315,2024-06-30,66.05
C0165,2024-10-10,156.35
C0380,2024-09-22,127.88
C0295,2024-08-12,108.17
C0360,2024-02-11,38.91
C0245,2024-07-26,33.87
C0184,2024-08-29,14.6
C0040,2024-12-01,51.75
C0473,2024-03-29,274.31
C0423,2024-03-13,72.61
C0200,2024-01-10,18.51
C0225,2024-06-24,12.82
C0059,2024-03-06,65.58
C0123,2024-06-12,29.19
C0410,2024-06-07,173.75
C0193,2024-10-11,173.98
C0100,2024-06-04,28.14
C0358,2024-10-06,55.06
C0109,2024-11-29,193.15
C0215,2024-06-10,259.21
C0331,2024-05-29,25.46
C0035,2024-06-21,44.72
C0205,2024-05-06,129.68
C0355,2024-08-04,46.8
C0428,2024-06-12,105.32
C0293,2024-07-13,39.25
C0364,2024-05-02,18.52
C0452,2024-05-28,110.43
C0461,2024-08-18,11.64
C0197,2024-12-02,119.38
C0141,2024-11-12,51.97
C0287,2024-01-15,19.92
C0168,2024-11-05,260.59
C0097,2024-09-17,20.92
C0371,2024-12-08,140.54
